,Company Name,Industry,Symbol,Series,ISIN Code,company_brief
102,Caplin Point Laboratories Ltd.,Healthcare,CAPLIPOINT,EQ,INE475E01026,"Caplin Point, a debt-free integrated pharma company, excels in emerging markets (LATAM/Africa) with unique distribution. It's expanding into regulated markets (US injectables) offering growth, but faces geographic and regulatory risks, alongside high valuation."
103,Capri Global Capital Ltd.,Financial Services,CGCL,EQ,INE180C01042,"Capri Global Capital is a diversified NBFC offering MSME, housing, gold, and construction finance. Strong AUM growth and co-lending drive investment, yet moderate earnings, MSME/construction risks, and leverage present concerns."
104,Carborundum Universal Ltd.,Capital Goods,CARBORUNIV,EQ,INE120A01034,"Carborundum Universal, a Murugappa Group company, manufactures abrasives, ceramics, and electrominerals, holding a significant Indian market share. Invest for its dominant position, consistent growth, and diversification; however, be mindful of profit volatility, cyclical industry dependence, and its current high valuation."
105,Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027,"Castrol India, a leading automotive and industrial lubricant manufacturer, boasts strong brand, high dividends, and robust financials. Yet, crude oil price volatility and EV transition pose investment risks amid past slow growth."
106,Ceat Ltd.,Automobile and Auto Components,CEATLTD,EQ,INE482A01020,"Ceat Ltd. manufactures diverse automotive tires for various vehicles, standing as a major Indian player with global reach across 110+ countries. Investment appeal stems from its diversified portfolio and EV segment focus, while concerns include current overvaluation, low return on equity, and crude oil price sensitivity."
107,Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010,"Central Bank of India, a public sector bank, offers diverse services. Improved asset quality and profit growth make it attractive, but concerns include historical PSU underperformance, low sales growth, contingent liabilities, and rising costs."
108,Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011,"Central Depository Services (India) Ltd. (CDSL) is India's leading securities depository, enabling electronic holding and transfer of financial assets, crucial to market infrastructure operating in a duopoly. Investment appeal stems from its asset-light model, recurring revenue, and growth driven by increasing retail participation. Risks include market-linked revenue volatility and regulatory pricing constraints."
109,Century Plyboards (India) Ltd.,Consumer Durables,CENTURYPLY,EQ,INE348B01021,"Century Plyboards manufactures plywood, laminates, MDF, leading India's organized market. Investment drivers: strong brand, diversification, real estate growth. Risks: intense competition, volatile raw material costs, and high valuation."
110,Cera Sanitaryware Ltd,Consumer Durables,CERA,EQ,INE739E01017,"Cera Sanitaryware, a leading Indian brand, offers comprehensive bathroom solutions including sanitaryware, faucets, and tiles. It's attractive for its strong brand, distribution, healthy dividends, and low debt. However, investment risks include intense competition and past poor sales growth."
111,Chalet Hotels Ltd.,Consumer Services,CHALET,EQ,INE427F01016,"Chalet Hotels owns/manages luxury hotels (Marriott) and mixed-use properties in key Indian metros. Invest for prime assets, brand strength, diversification, and strong financials. Risks include cyclicality, high debt, pledged shares, and modest capital efficiency."
112,Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT,EQ,INE085A01013,"Chambal Fertilizers manufactures urea and markets agri-inputs, a leading Indian player. Invest for debt reduction, dividends, and TAN expansion; avoid for slow sales growth and subsidy dependence."
113,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,CHENNPETRO,EQ,INE178A01016,"Chennai Petroleum Corporation (CHENNPETRO) refines crude oil into petroleum products as an IOCL subsidiary. It offers dividends and some analysts find it undervalued, yet faces volatile prices, poor sales growth, recent losses, and low ROCE."
114,Choice International Ltd.,Financial Services,CHOICEIN,EQ,INE102B01014,"Choice International offers diverse financial services including broking, wealth, insurance, NBFC lending, and government advisory. It's a Nifty 500 company demonstrating strong profit growth, but high valuations and market-dependent revenues pose investment risks."
115,Cholamandalam Financial Holdings Ltd.,Financial Services,CHOLAHLDNG,EQ,INE149A01033,"Cholamandalam Financial Holdings, a Murugappa Group CIC, manages diverse financial services and insurance. Invest for growth, rural reach, and strong parentage; however, challenges include margin pressure, rising delinquencies in some loan segments, and stiff competition."
116,Cholamandalam Investment and Finance Company Ltd.,Financial Services,CHOLAFIN,EQ,INE121A01024,"Cholamandalam Investment and Finance, a Murugappa Group NBFC, provides vehicle, home, and SME loans, crucial for rural credit. Strong growth, high ROE, and market outperformance attract investors, but premium valuation and rising delinquencies in some segments pose risks."
117,Cipla Ltd.,Healthcare,CIPLA,EQ,INE059A01026,"Cipla, a leading Indian multinational pharma, produces generics, APIs, and respiratory/complex therapies globally. It offers market dominance and R&D-driven growth, but faces US market competition, regulatory scrutiny, and potential valuation concerns."
118,City Union Bank Ltd.,Financial Services,CUB,EQ,INE491A01021,"City Union Bank, an old private Indian bank strong in South India, offers diverse retail and MSME banking. It attracts with stable fundamentals but poses regional concentration and past slow sales growth risks."
119,Clean Science and Technology Ltd.,Chemicals,CLEAN,EQ,INE227W01023,"Clean Science and Technology Ltd. manufactures specialty chemicals using green chemistry, holding global leadership in niche products. Invest for its sustainable processes, strong balance sheet, and market position; however, risks include competitive pressures, client concentration, and recent revenue decline amidst high valuation."
120,Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014,"Coal India, a state-owned global coal giant, fuels India's energy sector. Investors eye its dividends and essential demand, yet face environmental concerns, government influence, and renewable energy transition risks."
121,Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,EQ,INE704P01025,"Cochin Shipyard builds and repairs vessels for Indian defense and global commercial clients, including aircraft carriers. It offers growth via defense orders but faces risks from sector dependence, cyclicality, and high valuation."
122,Coforge Ltd.,Information Technology,COFORGE,EQ,INE591G01025,"Coforge delivers digital IT and business solutions, notably in BFSI and travel, demonstrating strong execution. Invest for robust digital transformation growth; consider risks like client concentration, intense competition, and high valuation."
123,Cohance Lifesciences Ltd.,Healthcare,COHANCE,EQ,INE03QK01018,"Cohance Lifesciences, a CDMO/API platform strong in high-growth niches like ADCs, aims for significant market presence. Investment potential exists from niche focus and growth forecasts, but concerns include pledged promoter shares, past sales decline, and reduced margins."
124,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022,"Colgate Palmolive (India) is a leading oral and personal care products manufacturer, dominant in Indian oral hygiene. Investment drivers include strong brand equity, consistent dividends, and recession-proof demand. However, intense competition, slowing urban growth, and market underperformance pose risks."
125,Computer Age Management Services Ltd.,Financial Services,CAMS,EQ,INE596I01012,"Computer Age Management Services (CAMS) is India's leading mutual fund RTA (around 68% market share), offering tech-driven services to financial institutions. It's a key financial infrastructure provider with a strong moat. Invest for its duopoly, asset-light model, and as a proxy for MF growth; avoid due to high valuation, market cyclicality, and fintech competition."
126,Concord Biotech Ltd.,Healthcare,CONCORDBIO,EQ,INE338H01029,"Concord Biotech specializes in fermentation-based APIs, particularly immunosuppressants and oncology, holding a significant global market share. Investors might consider its niche leadership and strong R&D, but risks include regulatory hurdles, high competition, and recent financial underperformance."
127,Container Corporation of India Ltd.,Services,CONCOR,EQ,INE111A01025,"Container Corporation of India (CONCOR), a leading Indian PSU, provides multimodal container logistics primarily by rail, operating extensive terminals. Its market dominance and government support for infrastructure offer investment appeal, but competition, global trade dynamics, and past low sales growth present risks."
